location,date,total_cases
Cote d'Ivoire,6/4/20,3024
Cote d'Ivoire,6/5/20,3262
Cote d'Ivoire,6/6/20,3431
Cote d'Ivoire,6/7/20,3557
Cote d'Ivoire,6/8/20,3739
Cote d'Ivoire,6/9/20,3881
Cote d'Ivoire,6/10/20,3995
Cote d'Ivoire,6/11/20,4181
Cote d'Ivoire,6/12/20,4404
Cote d'Ivoire,6/13/20,4684
Cote d'Ivoire,6/14/20,4848
Cote d'Ivoire,6/15/20,5084
Cote d'Ivoire,6/16/20,5439
Cote d'Ivoire,6/17/20,5679
Cote d'Ivoire,6/18/20,6063
Cote d'Ivoire,6/19/20,6063
Cote d'Ivoire,6/20/20,6444
Cote d'Ivoire,6/21/20,6874
Cote d'Ivoire,6/22/20,7492
Cote d'Ivoire,6/23/20,7492
Cote d'Ivoire,6/24/20,7904
Cote d'Ivoire,6/25/20,7904
Cote d'Ivoire,6/26/20,8164
Cote d'Ivoire,6/27/20,8334
Cote d'Ivoire,6/28/20,8739
Cote d'Ivoire,6/29/20,8944
Cote d'Ivoire,6/30/20,9214
Cote d'Ivoire,7/1/20,9499
Cote d'Ivoire,7/2/20,9702
Cote d'Ivoire,7/3/20,9992
Cote d'Ivoire,7/4/20,10244
Cote d'Ivoire,7/5/20,10462
Cote d'Ivoire,7/6/20,10772
Cote d'Ivoire,7/7/20,10966
Cote d'Ivoire,7/8/20,10966
Cote d'Ivoire,7/9/20,11504
Cote d'Ivoire,7/10/20,11750
Cote d'Ivoire,7/11/20,12052
Cote d'Ivoire,7/12/20,12443
Cote d'Ivoire,7/13/20,12766
Cote d'Ivoire,7/14/20,12872
Cote d'Ivoire,7/15/20,13037
Cote d'Ivoire,7/16/20,13403
Cote d'Ivoire,7/17/20,13554
Cote d'Ivoire,7/18/20,13696
Cote d'Ivoire,7/19/20,13912
Cote d'Ivoire,7/20/20,14119
Cote d'Ivoire,7/21/20,14312
Cote d'Ivoire,7/22/20,14531
Cote d'Ivoire,7/23/20,14531
Cote d'Ivoire,7/24/20,15001
Cote d'Ivoire,7/25/20,15253
Cote d'Ivoire,7/26/20,15494
Cote d'Ivoire,7/27/20,15596
Cote d'Ivoire,7/28/20,15655
Cote d'Ivoire,7/29/20,15713
Cote d'Ivoire,7/30/20,15813
Cote d'Ivoire,7/31/20,15978
Cote d'Ivoire,8/1/20,16047
Cote d'Ivoire,8/2/20,16109
Cote d'Ivoire,8/3/20,16182
Cote d'Ivoire,8/4/20,16220
Cote d'Ivoire,8/5/20,16293
Cote d'Ivoire,8/6/20,16349
Cote d'Ivoire,8/7/20,16447
Cote d'Ivoire,8/8/20,16524
Cote d'Ivoire,8/9/20,16620
Cote d'Ivoire,8/10/20,16715
Cote d'Ivoire,8/11/20,16798
Cote d'Ivoire,8/12/20,16847
Cote d'Ivoire,8/13/20,16847
Cote d'Ivoire,8/14/20,16889
Cote d'Ivoire,8/15/20,16935
Cote d'Ivoire,8/16/20,16993
Cote d'Ivoire,8/17/20,17026
Cote d'Ivoire,8/18/20,17026
Cote d'Ivoire,8/19/20,17150
Cote d'Ivoire,8/20/20,17232
Cote d'Ivoire,8/21/20,17249
Cote d'Ivoire,8/22/20,17310
Cote d'Ivoire,8/23/20,17374
Cote d'Ivoire,8/24/20,17471
Cote d'Ivoire,8/25/20,17506
Cote d'Ivoire,8/26/20,17562
Cote d'Ivoire,8/27/20,17603
Cote d'Ivoire,8/28/20,17702
Cote d'Ivoire,8/29/20,17797
Cote d'Ivoire,8/30/20,17893
Cote d'Ivoire,8/31/20,17948
Cote d'Ivoire,9/1/20,18067
Cote d'Ivoire,9/2/20,18103
Cote d'Ivoire,9/3/20,18161
Cote d'Ivoire,9/4/20,18208
Cote d'Ivoire,9/5/20,18269
Cote d'Ivoire,9/6/20,18472
Cote d'Ivoire,9/7/20,18588
Cote d'Ivoire,9/8/20,18701
Cote d'Ivoire,9/9/20,18778
Cote d'Ivoire,9/10/20,18815
Cote d'Ivoire,9/11/20,18869
Cote d'Ivoire,9/12/20,18916
Cote d'Ivoire,9/13/20,18987
Cote d'Ivoire,9/14/20,19013
Cote d'Ivoire,9/15/20,19066
Cote d'Ivoire,9/16/20,19100
Cote d'Ivoire,9/17/20,19132
Cote d'Ivoire,9/18/20,19158
Cote d'Ivoire,9/19/20,19200
Cote d'Ivoire,9/20/20,19269
Cote d'Ivoire,9/21/20,19320
Cote d'Ivoire,9/22/20,19327
Cote d'Ivoire,9/23/20,19343
Cote d'Ivoire,9/24/20,19430
Cote d'Ivoire,9/25/20,19501
Cote d'Ivoire,9/26/20,19556
Cote d'Ivoire,9/27/20,19600
Cote d'Ivoire,9/28/20,19629
Cote d'Ivoire,9/29/20,19641
Cote d'Ivoire,9/30/20,19669
Cote d'Ivoire,10/1/20,19724
Cote d'Ivoire,10/2/20,19755
Cote d'Ivoire,10/3/20,19793
Cote d'Ivoire,10/4/20,19849
Cote d'Ivoire,10/5/20,19882
Cote d'Ivoire,10/6/20,19885
Cote d'Ivoire,10/7/20,19903
Cote d'Ivoire,10/8/20,19935
Cote d'Ivoire,10/9/20,19982
Cote d'Ivoire,10/10/20,20036
Cote d'Ivoire,10/11/20,20128
Cote d'Ivoire,10/12/20,20154
Cote d'Ivoire,10/13/20,20155
Cote d'Ivoire,10/14/20,20183
Cote d'Ivoire,10/15/20,20217
Cote d'Ivoire,10/16/20,20257
Cote d'Ivoire,10/17/20,20275
Cote d'Ivoire,10/18/20,20301
Cote d'Ivoire,10/19/20,20323
Cote d'Ivoire,10/20/20,20324
Cote d'Ivoire,10/21/20,20342
Cote d'Ivoire,10/22/20,20363
Cote d'Ivoire,10/23/20,20390
Cote d'Ivoire,10/24/20,20405
Cote d'Ivoire,10/25/20,20429
Cote d'Ivoire,10/26/20,20470
Cote d'Ivoire,10/27/20,20486
Cote d'Ivoire,10/28/20,20488
Cote d'Ivoire,10/29/20,20555
Cote d'Ivoire,10/30/20,20628
Cote d'Ivoire,10/31/20,20692
Cote d'Ivoire,11/1/20,20716
Cote d'Ivoire,11/2/20,20716
Cote d'Ivoire,11/3/20,20753
Cote d'Ivoire,11/4/20,20765
Cote d'Ivoire,11/5/20,20778
Cote d'Ivoire,11/6/20,20789
Cote d'Ivoire,11/7/20,20801
Cote d'Ivoire,11/8/20,20813
Cote d'Ivoire,11/9/20,20832
Cote d'Ivoire,11/10/20,20835
Cote d'Ivoire,11/11/20,20847
Cote d'Ivoire,11/12/20,20855
Cote d'Ivoire,11/13/20,20882
Cote d'Ivoire,11/14/20,20899
Cote d'Ivoire,11/15/20,20945
Cote d'Ivoire,11/16/20,20976
Cameroon,3/7/20,1
Cameroon,3/9/20,2
Cameroon,3/13/20,
Cameroon,3/14/20,
Cameroon,3/15/20,3
Cameroon,3/16/20,4
Cameroon,3/17/20,4
Cameroon,3/18/20,10
Cameroon,3/19/20,10
Cameroon,3/20/20,14
Cameroon,3/21/20,27
Cameroon,3/22/20,27
Cameroon,3/23/20,27
Cameroon,3/24/20,56
Cameroon,3/25/20,72
Cameroon,3/26/20,72
Cameroon,3/27/20,88
Cameroon,3/28/20,88
Cameroon,3/29/20,99
Cameroon,3/30/20,99
Cameroon,3/31/20,142
Cameroon,4/1/20,193
Cameroon,4/2/20,233
Cameroon,4/3/20,271
Cameroon,4/4/20,509
Cameroon,4/5/20,555
Cameroon,4/6/20,650
Cameroon,4/7/20,658
Cameroon,4/8/20,685
Cameroon,4/9/20,730
Cameroon,4/10/20,730
Cameroon,4/11/20,803
Cameroon,4/12/20,820
Cameroon,4/13/20,820
Cameroon,4/14/20,820
Cameroon,4/15/20,855
Cameroon,4/16/20,855
Cameroon,4/17/20,855
Cameroon,4/18/20,1016
Cameroon,4/19/20,1016
Cameroon,4/20/20,1016
Cameroon,4/21/20,1017
Cameroon,4/22/20,1163
Cameroon,4/23/20,1163
Cameroon,4/24/20,1401
Cameroon,4/25/20,1403
Cameroon,4/26/20,1518
Cameroon,4/27/20,1621
Cameroon,4/28/20,1621
Cameroon,4/29/20,1806
Cameroon,4/30/20,1832
Cameroon,5/1/20,1832
Cameroon,5/2/20,2069
Cameroon,5/3/20,2077
Cameroon,5/4/20,2077
Cameroon,5/5/20,2104
Cameroon,5/6/20,2104
Cameroon,5/7/20,2265
Cameroon,5/8/20,2265
Cameroon,5/9/20,2265
Cameroon,5/10/20,2274
Cameroon,5/11/20,2579
Cameroon,5/12/20,2689
Cameroon,5/13/20,2689
Cameroon,5/14/20,2800
Cameroon,5/15/20,2954
Cameroon,5/16/20,3105
Cameroon,5/17/20,3292
Cameroon,5/18/20,3292
Cameroon,5/19/20,3292
Cameroon,5/20/20,3529
Cameroon,5/21/20,3733
Cameroon,5/22/20,4288
Cameroon,5/23/20,4400
Cameroon,5/24/20,4597
Cameroon,5/25/20,4890
Cameroon,5/26/20,5044
Cameroon,5/27/20,5356
Cameroon,5/28/20,5356
Cameroon,5/29/20,5356
Cameroon,5/30/20,5436
Cameroon,5/31/20,5904
Cameroon,6/1/20,5904
Cameroon,6/2/20,6397
Cameroon,6/3/20,6585
Cameroon,6/4/20,6752
Cameroon,6/5/20,6789
Cameroon,6/6/20,7599
Cameroon,6/7/20,7599
Cameroon,6/8/20,7908
Cameroon,6/9/20,8312
Cameroon,6/10/20,8681
Cameroon,6/11/20,8929
Cameroon,6/12/20,8929
Cameroon,6/13/20,9196
Cameroon,6/14/20,9572
Cameroon,6/15/20,9864
Cameroon,6/16/20,9864
Cameroon,6/17/20,9864
Cameroon,6/18/20,9864
Cameroon,6/19/20,10638
Cameroon,6/20/20,11281
Cameroon,6/21/20,11281
Cameroon,6/22/20,11610
Cameroon,6/23/20,11892
Cameroon,6/24/20,12041
Cameroon,6/25/20,12270
Cameroon,6/26/20,12592
Cameroon,6/27/20,12592
Cameroon,6/28/20,12592
Cameroon,6/29/20,12592
Cameroon,6/30/20,12592
Cameroon,7/1/20,12592
Cameroon,7/2/20,12592
Cameroon,7/3/20,12592
Cameroon,7/4/20,12592
Cameroon,7/5/20,12592
Cameroon,7/6/20,13711
Cameroon,7/7/20,14037
Cameroon,7/8/20,14916
Cameroon,7/9/20,14916
Cameroon,7/10/20,14916
Cameroon,7/11/20,14916
Cameroon,7/12/20,14916
Cameroon,7/13/20,15173
Cameroon,7/14/20,15173
Cameroon,7/15/20,15173
Cameroon,7/16/20,15173
Cameroon,7/17/20,16157
Cameroon,7/18/20,16157
Cameroon,7/19/20,16157
Cameroon,7/20/20,16157
Cameroon,7/21/20,16157
Cameroon,7/22/20,16157
Cameroon,7/23/20,16522
Cameroon,7/24/20,16708
Cameroon,7/25/20,16708
Cameroon,7/26/20,16708
Cameroon,7/27/20,16708
Cameroon,7/28/20,16708
Cameroon,7/29/20,16708
Cameroon,7/30/20,17255
Cameroon,7/31/20,17255
Cameroon,8/1/20,17255
Cameroon,8/2/20,17255
Cameroon,8/3/20,17255
Cameroon,8/4/20,17255
Cameroon,8/5/20,17718
Cameroon,8/6/20,17718
Cameroon,8/7/20,17718
Cameroon,8/8/20,17718
Cameroon,8/9/20,17718
Cameroon,8/10/20,18042
Cameroon,8/11/20,18042
Cameroon,8/12/20,18213
Cameroon,8/13/20,18263
Cameroon,8/14/20,18308
Cameroon,8/15/20,18469
Cameroon,8/16/20,18469
Cameroon,8/17/20,18469
Cameroon,8/18/20,18582
Cameroon,8/19/20,18599
Cameroon,8/20/20,18624
Cameroon,8/21/20,18762
Cameroon,8/22/20,18762
Cameroon,8/23/20,18762
Cameroon,8/24/20,18762
Cameroon,8/25/20,18762
Cameroon,8/26/20,18973
Cameroon,8/27/20,18973
Cameroon,8/28/20,19142
Cameroon,8/29/20,19142
Cameroon,8/30/20,19142
Cameroon,8/31/20,19142
Cameroon,9/1/20,19142
Cameroon,9/2/20,19409
Cameroon,9/3/20,19460
Cameroon,9/4/20,19604
Cameroon,9/5/20,19604
Cameroon,9/6/20,19604
Cameroon,9/7/20,19604
Cameroon,9/8/20,19604
Cameroon,9/9/20,19604
Cameroon,9/10/20,19848
Cameroon,9/11/20,20009
Cameroon,9/12/20,20009
Cameroon,9/13/20,20009
Cameroon,9/14/20,20167
Cameroon,9/15/20,20228
Cameroon,9/16/20,20271
Cameroon,9/17/20,20303
Cameroon,9/18/20,20371
Cameroon,9/19/20,20371
Cameroon,9/20/20,20431
Cameroon,9/21/20,20431
Cameroon,9/22/20,20598
Cameroon,9/23/20,20598
Cameroon,9/24/20,20690
Cameroon,9/25/20,20712
Cameroon,9/26/20,20712
Cameroon,9/27/20,20735
Cameroon,9/28/20,20735
Cameroon,9/29/20,20838
Cameroon,9/30/20,20838
Cameroon,10/1/20,20838
Cameroon,10/2/20,20838
Cameroon,10/3/20,20924
Cameroon,10/4/20,20924
Cameroon,10/5/20,20924
Cameroon,10/6/20,20924
Cameroon,10/7/20,20924
Cameroon,10/8/20,20924
Cameroon,10/9/20,21203
Cameroon,10/10/20,21203
Cameroon,10/11/20,21203
Cameroon,10/12/20,21203
Cameroon,10/13/20,21203
Cameroon,10/14/20,21333
Cameroon,10/15/20,21441
Cameroon,10/16/20,21441
Cameroon,10/17/20,21441
Cameroon,10/18/20,21441
Cameroon,10/19/20,21441
Cameroon,10/20/20,21506
Cameroon,10/21/20,21570
Cameroon,10/22/20,21570
Cameroon,10/23/20,21570
Cameroon,10/24/20,21570
Cameroon,10/25/20,21570
Cameroon,10/26/20,21570
Cameroon,10/27/20,21793
Cameroon,10/28/20,21793
Cameroon,10/29/20,21793
Cameroon,10/30/20,21793
Cameroon,10/31/20,21793
Cameroon,11/1/20,21793
Cameroon,11/2/20,21793
Cameroon,11/3/20,21793
Cameroon,11/4/20,22103
Cameroon,11/5/20,22103
Cameroon,11/6/20,22103
Cameroon,11/7/20,22103
Cameroon,11/8/20,22342
Cameroon,11/9/20,22421
Cameroon,11/10/20,22421
Cameroon,11/11/20,22421
Cameroon,11/12/20,22421
Cameroon,11/13/20,22421
Cameroon,11/14/20,22421
Cameroon,11/15/20,22421
Cameroon,11/16/20,22692
Democratic Republic of Congo,3/11/20,1
Democratic Republic of Congo,3/14/20,2
Democratic Republic of Congo,3/15/20,2
Democratic Republic of Congo,3/16/20,2
Democratic Republic of Congo,3/17/20,3
Democratic Republic of Congo,3/18/20,3
Democratic Republic of Congo,3/19/20,14
Democratic Republic of Congo,3/20/20,14
Democratic Republic of Congo,3/21/20,14
Democratic Republic of Congo,3/22/20,23
Democratic Republic of Congo,3/23/20,26
Democratic Republic of Congo,3/24/20,26
Democratic Republic of Congo,3/25/20,45
Democratic Republic of Congo,3/26/20,45
Democratic Republic of Congo,3/27/20,54
Democratic Republic of Congo,3/28/20,58
Democratic Republic of Congo,3/29/20,58
Democratic Republic of Congo,3/30/20,81
Democratic Republic of Congo,3/31/20,98
Democratic Republic of Congo,4/1/20,98
Democratic Republic of Congo,4/2/20,123
Democratic Republic of Congo,4/3/20,123
Democratic Republic of Congo,4/4/20,134
Democratic Republic of Congo,4/5/20,154
Democratic Republic of Congo,4/6/20,154
Democratic Republic of Congo,4/7/20,161
Democratic Republic of Congo,4/8/20,180
Democratic Republic of Congo,4/9/20,183
Democratic Republic of Congo,4/10/20,215
Democratic Republic of Congo,4/11/20,223
Democratic Republic of Congo,4/12/20,234
Democratic Republic of Congo,4/13/20,234
Democratic Republic of Congo,4/14/20,235
Democratic Republic of Congo,4/15/20,254
Democratic Republic of Congo,4/16/20,267
Democratic Republic of Congo,4/17/20,287
Democratic Republic of Congo,4/18/20,307
Democratic Republic of Congo,4/19/20,327
Democratic Republic of Congo,4/20/20,332
Democratic Republic of Congo,4/21/20,350
Democratic Republic of Congo,4/22/20,359
Democratic Republic of Congo,4/23/20,377
Democratic Republic of Congo,4/24/20,394
Democratic Republic of Congo,4/25/20,416
Democratic Republic of Congo,4/26/20,442
Democratic Republic of Congo,4/27/20,459
Democratic Republic of Congo,4/28/20,471
Democratic Republic of Congo,4/29/20,491
Democratic Republic of Congo,4/30/20,500
Democratic Republic of Congo,5/1/20,572
Democratic Republic of Congo,5/2/20,604
Democratic Republic of Congo,5/3/20,674
Democratic Republic of Congo,5/4/20,684
Democratic Republic of Congo,5/5/20,684
Democratic Republic of Congo,5/6/20,705
Democratic Republic of Congo,5/7/20,863
Democratic Republic of Congo,5/8/20,897
Democratic Republic of Congo,5/9/20,937
Democratic Republic of Congo,5/10/20,991
Democratic Republic of Congo,5/11/20,1024
Democratic Republic of Congo,5/12/20,1102
Democratic Republic of Congo,5/13/20,1169
Democratic Republic of Congo,5/14/20,1242
Democratic Republic of Congo,5/15/20,1298
Democratic Republic of Congo,5/16/20,1369
Democratic Republic of Congo,5/17/20,1454
Democratic Republic of Congo,5/18/20,1454
Democratic Republic of Congo,5/19/20,1629
Democratic Republic of Congo,5/20/20,1731
Democratic Republic of Congo,5/21/20,1835
Democratic Republic of Congo,5/22/20,1945
Democratic Republic of Congo,5/23/20,2025
Democratic Republic of Congo,5/24/20,2141
Democratic Republic of Congo,5/25/20,2297
Democratic Republic of Congo,5/26/20,2297
Democratic Republic of Congo,5/27/20,2545
Democratic Republic of Congo,5/28/20,2659
Democratic Republic of Congo,5/29/20,2832
Democratic Republic of Congo,5/30/20,2833
Democratic Republic of Congo,5/31/20,2966
Democratic Republic of Congo,6/1/20,3049
Democratic Republic of Congo,6/2/20,3194
Democratic Republic of Congo,6/3/20,3325
Democratic Republic of Congo,6/4/20,3494
Democratic Republic of Congo,6/5/20,3643
Democratic Republic of Congo,6/6/20,3764
Democratic Republic of Congo,6/7/20,3878
Democratic Republic of Congo,6/8/20,4016
Democratic Republic of Congo,6/9/20,4105
Democratic Republic of Congo,6/10/20,4258
Democratic Republic of Congo,6/11/20,4389
Democratic Republic of Congo,6/12/20,4514
Democratic Republic of Congo,6/13/20,4636
Democratic Republic of Congo,6/14/20,4723
Democratic Republic of Congo,6/15/20,4777
Democratic Republic of Congo,6/16/20,4837
Democratic Republic of Congo,6/17/20,4974
Democratic Republic of Congo,6/18/20,5099
Democratic Republic of Congo,6/19/20,5282
Democratic Republic of Congo,6/20/20,5476
Democratic Republic of Congo,6/21/20,5671
Democratic Republic of Congo,6/22/20,5826
Democratic Republic of Congo,6/23/20,5925
Democratic Republic of Congo,6/24/20,6027
Democratic Republic of Congo,6/25/20,6027
Democratic Republic of Congo,6/26/20,6411
Democratic Republic of Congo,6/27/20,6552
Democratic Republic of Congo,6/28/20,6552
Democratic Republic of Congo,6/29/20,6826
Democratic Republic of Congo,6/30/20,6939
Democratic Republic of Congo,7/1/20,7038
Democratic Republic of Congo,7/2/20,7121
Democratic Republic of Congo,7/3/20,7188
Democratic Republic of Congo,7/4/20,7188
Democratic Republic of Congo,7/5/20,7378
Democratic Republic of Congo,7/6/20,7410
Democratic Republic of Congo,7/7/20,7432
Democratic Republic of Congo,7/8/20,7660
Democratic Republic of Congo,7/9/20,7737
Democratic Republic of Congo,7/10/20,7845
Democratic Republic of Congo,7/11/20,7904
Democratic Republic of Congo,7/12/20,7970
Democratic Republic of Congo,7/13/20,8032
Democratic Republic of Congo,7/14/20,8074
Democratic Republic of Congo,7/15/20,8135
Democratic Republic of Congo,7/16/20,8162
Democratic Republic of Congo,7/17/20,8198
Democratic Republic of Congo,7/18/20,8248
Democratic Republic of Congo,7/19/20,8323
Democratic Republic of Congo,7/20/20,8402
Democratic Republic of Congo,7/21/20,8442
Democratic Republic of Congo,7/22/20,8533
Democratic Republic of Congo,7/23/20,8625
Democratic Republic of Congo,7/24/20,8719
Democratic Republic of Congo,7/25/20,8766
Democratic Republic of Congo,7/26/20,8800
Democratic Republic of Congo,7/27/20,8831
Democratic Republic of Congo,7/28/20,8844
Democratic Republic of Congo,7/29/20,8873
Democratic Republic of Congo,7/30/20,8931
Democratic Republic of Congo,7/31/20,9010
Democratic Republic of Congo,8/1/20,9070
Democratic Republic of Congo,8/2/20,9083
Democratic Republic of Congo,8/3/20,9114
Democratic Republic of Congo,8/4/20,9132
Democratic Republic of Congo,8/5/20,9177
Democratic Republic of Congo,8/6/20,9252
Democratic Republic of Congo,8/7/20,9308
Democratic Republic of Congo,8/8/20,9354
Democratic Republic of Congo,8/9/20,9453
Democratic Republic of Congo,8/10/20,9453
Democratic Republic of Congo,8/11/20,9488
Democratic Republic of Congo,8/12/20,9498
Democratic Republic of Congo,8/13/20,9537
Democratic Republic of Congo,8/14/20,9588
Democratic Republic of Congo,8/15/20,9604
Democratic Republic of Congo,8/16/20,9637
Democratic Republic of Congo,8/17/20,9675
Democratic Republic of Congo,8/18/20,9705
Democratic Republic of Congo,8/19/20,9720
Democratic Republic of Congo,8/20/20,9740
Democratic Republic of Congo,8/21/20,9756
Democratic Republic of Congo,8/22/20,9801
Democratic Republic of Congo,8/23/20,9810
Democratic Republic of Congo,8/24/20,9829
Democratic Republic of Congo,8/25/20,9841
Democratic Republic of Congo,8/26/20,9890
Democratic Republic of Congo,8/27/20,9911
Democratic Republic of Congo,8/28/20,9914
Democratic Republic of Congo,8/29/20,9993
Democratic Republic of Congo,8/30/20,10007
Democratic Republic of Congo,8/31/20,10044
Democratic Republic of Congo,9/1/20,10096
Democratic Republic of Congo,9/2/20,10103
Democratic Republic of Congo,9/3/20,10113
Democratic Republic of Congo,9/4/20,10125
Democratic Republic of Congo,9/5/20,10148
Democratic Republic of Congo,9/6/20,10178
Democratic Republic of Congo,9/7/20,10209
Democratic Republic of Congo,9/8/20,10232
Democratic Republic of Congo,9/9/20,10291
Democratic Republic of Congo,9/10/20,10323
Democratic Republic of Congo,9/11/20,10342
Democratic Republic of Congo,9/12/20,10360
Democratic Republic of Congo,9/13/20,10384
Democratic Republic of Congo,9/14/20,10389
Democratic Republic of Congo,9/15/20,10389
Democratic Republic of Congo,9/16/20,10401
Democratic Republic of Congo,9/17/20,10401
Democratic Republic of Congo,9/18/20,10442
Democratic Republic of Congo,9/19/20,10456
Democratic Republic of Congo,9/20/20,10488
Democratic Republic of Congo,9/21/20,10514
Democratic Republic of Congo,9/22/20,10518
Democratic Republic of Congo,9/23/20,10522
Democratic Republic of Congo,9/24/20,10536
Democratic Republic of Congo,9/25/20,10554
Democratic Republic of Congo,9/26/20,10577
Democratic Republic of Congo,9/27/20,10592
Democratic Republic of Congo,9/28/20,10611
Democratic Republic of Congo,9/29/20,10624
Democratic Republic of Congo,9/30/20,10630
Democratic Republic of Congo,10/1/20,10659
Democratic Republic of Congo,10/2/20,10684
Democratic Republic of Congo,10/3/20,10684
Democratic Republic of Congo,10/4/20,10752
Democratic Republic of Congo,10/5/20,10759
Democratic Republic of Congo,10/6/20,10778
Democratic Republic of Congo,10/7/20,10778
Democratic Republic of Congo,10/8/20,10804
Democratic Republic of Congo,10/9/20,10821
Democratic Republic of Congo,10/10/20,10834
Democratic Republic of Congo,10/11/20,10840
Democratic Republic of Congo,10/12/20,10850
Democratic Republic of Congo,10/13/20,10868
Democratic Republic of Congo,10/14/20,10871
Democratic Republic of Congo,10/15/20,10934
Democratic Republic of Congo,10/16/20,10969
Democratic Republic of Congo,10/17/20,10999
Democratic Republic of Congo,10/18/20,11005
Democratic Republic of Congo,10/19/20,11051
Democratic Republic of Congo,10/20/20,11051
Democratic Republic of Congo,10/21/20,11065
Democratic Republic of Congo,10/22/20,11065
Democratic Republic of Congo,10/23/20,11096
Democratic Republic of Congo,10/24/20,11121
Democratic Republic of Congo,10/25/20,11142
Democratic Republic of Congo,10/26/20,11142
Democratic Republic of Congo,10/27/20,11173
Democratic Republic of Congo,10/28/20,11190
Democratic Republic of Congo,10/29/20,11210
Democratic Republic of Congo,10/30/20,11253
Democratic Republic of Congo,10/31/20,11305
Democratic Republic of Congo,11/1/20,11305
Democratic Republic of Congo,11/2/20,11371
Democratic Republic of Congo,11/3/20,11372
Democratic Republic of Congo,11/4/20,11426
Democratic Republic of Congo,11/5/20,11449
Democratic Republic of Congo,11/6/20,11485
Democratic Republic of Congo,11/7/20,11549
Democratic Republic of Congo,11/8/20,11590
Democratic Republic of Congo,11/9/20,11607
Democratic Republic of Congo,11/10/20,11607
Democratic Republic of Congo,11/11/20,11641
Democratic Republic of Congo,11/12/20,11655
Democratic Republic of Congo,11/13/20,11691
Democratic Republic of Congo,11/14/20,11691
Democratic Republic of Congo,11/15/20,11759
Democratic Republic of Congo,11/16/20,11789
Congo,3/16/20,1
Congo,3/17/20,1
Congo,3/18/20,1
Congo,3/19/20,3
Congo,3/20/20,3
Congo,3/21/20,3
Congo,3/22/20,4
Congo,3/23/20,4
Congo,3/24/20,4
Congo,3/25/20,4
Congo,3/26/20,4
Congo,3/27/20,4
Congo,3/28/20,4
Congo,3/29/20,19
Congo,3/30/20,19
Congo,3/31/20,19
Congo,4/1/20,22
Congo,4/2/20,22
Congo,4/3/20,41
Congo,4/4/20,41
Congo,4/5/20,45
Congo,4/6/20,45
Congo,4/7/20,45
Congo,4/8/20,45
Congo,4/9/20,60
Congo,4/10/20,60
Congo,4/11/20,60
Congo,4/12/20,60
Congo,4/13/20,70
Congo,4/14/20,70
Congo,4/15/20,74
Congo,4/16/20,117
Congo,4/17/20,117
Congo,4/18/20,143
Congo,4/19/20,143
Congo,4/20/20,160
Congo,4/21/20,160
Congo,4/22/20,165
Congo,4/23/20,186
Congo,4/24/20,186
Congo,4/25/20,200
Congo,4/26/20,200
Congo,4/27/20,200
Congo,4/28/20,207
Congo,4/29/20,207
Congo,4/30/20,220
Congo,5/1/20,220
Congo,5/2/20,229
Congo,5/3/20,229
Congo,5/4/20,229
Congo,5/5/20,236
Congo,5/6/20,236
Congo,5/7/20,264
Congo,5/8/20,274
Congo,5/9/20,287
Congo,5/10/20,287
Congo,5/11/20,287
Congo,5/12/20,333
Congo,5/13/20,333
Congo,5/14/20,341
Congo,5/15/20,391
Congo,5/16/20,391
Congo,5/17/20,412
Congo,5/18/20,412
Congo,5/19/20,412
Congo,5/20/20,420
Congo,5/21/20,420
Congo,5/22/20,469
Congo,5/23/20,469
Congo,5/24/20,487
Congo,5/25/20,487
Congo,5/26/20,531
Congo,5/27/20,569
Congo,5/28/20,571
Congo,5/29/20,571
Congo,5/30/20,587
Congo,5/31/20,587
Congo,6/1/20,611
Congo,6/2/20,611
Congo,6/3/20,611
Congo,6/4/20,618
Congo,6/5/20,635
Congo,6/6/20,639
Congo,6/7/20,683
Congo,6/8/20,683
Congo,6/9/20,683
Congo,6/10/20,728
Congo,6/11/20,745
Congo,6/12/20,745
Congo,6/13/20,745
Congo,6/14/20,779
Congo,6/15/20,779
Congo,6/16/20,883
Congo,6/17/20,883
Congo,6/18/20,883
Congo,6/19/20,883
Congo,6/20/20,883
Congo,6/21/20,1013
Congo,6/22/20,1013
Congo,6/23/20,1087
Congo,6/24/20,1087
Congo,6/25/20,1087
Congo,6/26/20,1204
Congo,6/27/20,1204
Congo,6/28/20,1245
Congo,6/29/20,1245
Congo,6/30/20,1245
Congo,7/1/20,1245
Congo,7/2/20,1382
Congo,7/3/20,1382
Congo,7/4/20,1557
Congo,7/5/20,1557
Congo,7/6/20,1557
Congo,7/7/20,1557
Congo,7/8/20,1557
Congo,7/9/20,1821
Congo,7/10/20,1821
Congo,7/11/20,2028
Congo,7/12/20,2028
Congo,7/13/20,2103
Congo,7/14/20,2103
Congo,7/15/20,2222
Congo,7/16/20,2358
Congo,7/17/20,2358
Congo,7/18/20,2633
Congo,7/19/20,2633
Congo,7/20/20,2633
Congo,7/21/20,2851
Congo,7/22/20,2851
Congo,7/23/20,2851
Congo,7/24/20,3038
Congo,7/25/20,3038
Congo,7/26/20,3038
Congo,7/27/20,3038
Congo,7/28/20,3200
Congo,7/29/20,3200
Congo,7/30/20,3200
Congo,7/31/20,3376
Congo,8/1/20,3376
Congo,8/2/20,3387
Congo,8/3/20,3387
Congo,8/4/20,3546
Congo,8/5/20,3546
Congo,8/6/20,3546
